"Serial No.","Dealer Credit Code","PPI_1(without QC)","PPI_1(with QC)","SLAB_1(without QC)","SLAB_1(with QC)"
716,0000115386,-,-,-,-
717,0000104694,-,-,-,-
718,0000112875,-,-,400,-
719,0000104856,-,-,-,-
720,0000112876,-,-,-,-
721,0000104858,-,-,-,-
722,0000104696,-,-,-,-
723,0000328950,-,-,-,-
724,0000104859,-,-,-,-
725,0000195625,-,-,-,-
726,0000104698,-,-,-,-
727,0000104699,-,-,-,-
728,0000293477,-,-,-,-
729,0000264965,-,-,200,-
730,0000264969,-,-,-,-
731,0000153132,450,-,400,-
732,0000114820,-,-,-,-
733,0000113930,-,-,-,-
734,0000105911,-,-,-,-
735,0000153134,-,-,-,-
736,0000304283,-,-,-,-
737,0000104861,-,-,-,-
738,0000114824,-,-,-,-
739,0000321375,-,-,-,-
740,0000114825,-,-,-,-
741,0000113772,6000,-,400,-
742,0000113934,-,-,-,-
743,0000115393,-,-,-,-
744,0000113773,-,-,-,-
745,0000114826,-,-,-,-
746,0000116284,-,-,-,-
747,0000105916,-,-,-,-
748,0000116285,-,-,-,-
749,0000105917,900,-,400,-
750,0000113774,-,-,-,-
751,0000114827,1800,-,400,-
752,0000115394,450,-,-,-
753,0000104864,900,-,400,-
754,0000224259,-,-,400,-
755,0000104865,-,-,-,-
756,0000220696,-,-,-,-
757,0000105919,-,-,-,-
758,0000104866,-,-,-,-
759,0000113938,-,-,-,-
760,0000292913,-,-,-,-
761,0000220697,-,-,-,-
762,0000104867,-,-,-,-
763,0000104868,-,-,-,-
764,0000116289,-,-,-,-
765,0000279064,-,-,-,-
766,0000104869,-,-,-,-
767,0000328961,-,-,-,-
768,0000283682,1800,-,400,-
769,0000345892,1800,-,400,-
770,0000292594,-,-,400,-
771,0000264976,900,-,200,-
772,0000264978,-,-,-,-
773,0000162210,-,-,-,-
774,0000153141,-,-,400,-
775,0000105921,-,-,-,-
776,0000105922,-,-,-,-
777,0000104870,-,-,-,-
778,0000105923,-,-,-,-
779,0000105924,-,-,-,-
780,0000112890,-,-,-,-
781,0000104871,-,-,-,-
782,0000113944,-,-,200,-
783,0000104872,-,-,-,-
784,0000105925,-,-,-,-
785,0000222809,-,-,-,-
786,0000113783,-,-,-,-
787,0000104873,-,-,-,-
788,0000105926,-,-,-,-
789,0000105927,-,-,-,-
790,0000104874,-,-,-,-
791,0000105928,-,-,-,-
792,0000116296,-,-,-,-
793,0000104875,-,-,100,-
794,0000459215,6000,-,400,-
795,0000112895,-,-,-,-
796,0000104876,-,-,-,-
797,0000114678,-,-,-,-
798,0000104878,-,-,-,-
799,0000114679,-,-,400,-
800,0000264980,-,-,-,-
801,0000104879,-,-,-,-
802,0000461892,-,-,-,-
803,0000266925,1800,-,400,-
804,0000328973,-,-,-,-
805,0000180041,-,-,-,-
806,0000105930,-,-,-,-
807,0000105931,-,-,-,-
808,0000114680,-,-,-,-
809,0000105932,-,-,-,-
810,0000113951,-,-,-,-
811,0000234237,-,-,200,-
812,0000105933,-,-,-,-
813,0000114843,-,-,-,-
814,0000171138,-,-,-,-
815,0000113790,-,-,-,-
816,0000113791,-,-,-,-
817,0000114682,-,-,-,-
818,0000114844,-,-,-,-
819,0000104881,-,-,-,-
820,0000105934,3600,-,400,-
821,0000114683,-,-,-,-
822,0000105935,6000,-,400,-
823,0000104882,-,-,-,-
824,0000104883,450,-,200,-
825,0000114684,-,-,-,-
826,0000105936,-,-,-,-
827,0000105937,-,-,-,-
828,0000113956,-,-,-,-
829,0000105938,-,-,-,-
830,0000104886,-,-,-,-
831,0000105939,900,-,400,-
832,0000211968,-,-,100,-
833,0000114688,-,-,-,-
834,0000287263,-,-,-,-
835,0000104887,-,-,-,-
836,0000104888,-,-,-,-
837,0000279087,-,-,-,-
838,0000214802,-,-,100,-
839,0000105941,-,-,-,-
840,0000152274,-,-,-,-
841,0000105942,-,-,-,-
842,0000105943,-,-,-,-
843,0000104890,450,-,200,-
844,0000114854,-,-,400,-
845,0000104891,-,-,-,-
846,0000105944,900,-,400,-
847,0000150819,-,-,-,-
848,0000104892,-,-,-,-
849,0000105945,900,-,400,-
850,0000104893,-,-,-,-
851,0000105946,-,-,-,-
852,0000105947,-,-,-,-
853,0000113966,-,-,-,-
854,0000104894,-,-,-,-
855,0000113967,-,-,-,-
856,0000105948,-,-,-,-
857,0000104895,-,-,-,-
858,0000114859,-,-,-,-
859,0000105949,1800,-,400,-
860,0000104896,-,-,-,-
861,0000113968,-,-,-,-
862,0000248960,-,-,-,-
863,0000104897,-,-,-,-
864,0000104898,-,-,-,-
865,0000196394,-,-,-,-
866,0000286387,-,-,-,-
867,0000286388,-,-,400,-
868,0000286389,900,-,400,-
869,0000334203,450,-,400,-
870,0000261141,-,-,200,-
871,0000332260,-,-,-,-
872,0000340442,-,-,-,-
873,0000105950,-,-,-,-
874,0000113970,-,-,-,-
875,0000105951,1800,-,400,-
876,0000114861,-,-,-,-
877,0000113971,-,-,-,-
878,0000105952,-,-,-,-
879,0000113972,1800,-,200,-
880,0000105953,-,-,-,-
881,0000162249,-,-,-,-
882,0000113973,-,-,100,-
883,0000211983,-,-,-,-
884,0000113974,450,-,200,-
885,0000114865,-,-,-,-
886,0000105956,-,-,-,-
887,0000113976,-,-,-,-
888,0000105957,-,-,100,-
889,0000286390,-,-,200,-
890,0000230698,-,-,-,-
891,0000105958,-,-,-,-
892,0000105959,-,-,-,-
893,0000266953,-,-,200,-
894,0000164036,-,-,-,-
895,0000163307,-,-,-,-
896,0000114870,-,-,-,-
897,0000105961,900,-,400,-
898,0000113980,-,-,-,-
899,0000234429,-,-,-,-
900,0000105963,-,-,-,-
901,0000113983,-,-,-,-
902,0000105965,-,-,-,-
903,0000115928,-,-,-,-
904,0000114875,-,-,-,-
905,0000105966,-,-,-,-
906,0000114879,-,-,-,-
907,0000177862,-,-,-,-
908,0000326041,-,-,-,-
909,0000234431,-,-,-,-
910,0000326043,-,-,-,-
911,0000234432,-,-,-,-
912,0000234433,-,-,-,-
913,0000343136,-,-,-,-
914,0000234435,-,-,-,-
915,0000114881,-,-,-,-
916,0000105975,900,-,100,-
917,0000114887,-,-,-,-
918,0000113996,-,-,-,-
919,0000105979,-,-,-,-
920,0000179815,-,-,-,-
921,0000199259,900,-,400,-
922,0000321761,-,-,-,-
923,0000163163,-,-,-,-
924,0000321764,900,-,-,-
925,0000105980,-,-,400,-
926,0000213954,-,-,-,-
927,0000150857,-,-,-,-
928,0000215743,-,-,200,-
929,0000284972,-,-,-,-
930,0000460201,-,-,-,-
931,0000166010,-,-,-,-
932,0000163503,450,-,400,-
933,0000325182,-,-,-,-
934,0000163186,-,-,-,-
935,0000261198,-,-,-,-
936,0000261199,-,-,-,-
937,0000288706,-,-,-,-
938,0000197665,-,-,-,-
939,0000344062,-,-,200,-
940,0000166026,-,-,-,-
941,0000223941,-,-,-,-
942,0000180444,-,-,100,-
943,0000280077,-,-,-,-
944,0000213983,-,-,-,-
945,0000319120,-,-,-,-
946,0000290205,-,-,-,-
947,0000180451,-,-,-,-
948,0000263315,-,-,-,-
949,0000154613,-,-,-,-
950,0000180452,-,-,100,-
951,0000260481,-,-,-,-
952,0000182074,1800,-,400,-
953,0000322854,900,-,-,-
954,0000344239,-,-,400,-
955,0000162476,-,-,-,-
956,0000295690,-,-,-,-
957,0000288565,450,-,-,-
958,0000349884,900,-,400,-
959,0000113011,-,-,-,-
960,0000113012,-,-,-,-
961,0000113016,-,-,-,-
962,0000166201,-,-,-,-
963,0000323751,-,-,-,-
964,0000332662,-,-,-,-
965,0000280255,900,-,400,-
966,0000271183,-,-,-,-
967,0000165154,-,-,-,-
968,0000326427,-,-,-,-
969,0000136806,-,-,-,-
970,0000136807,-,-,-,-
971,0000109591,-,-,-,-
972,0000136808,-,-,-,-
973,0000136809,-,-,-,-
974,0000232876,-,-,-,-
975,0000113020,-,-,-,-
976,0000136810,-,-,-,-
977,0000462026,-,-,-,-
978,0000136811,-,-,-,-
979,0000136812,-,-,-,-
980,0000319144,-,-,-,-
981,0000136813,-,-,-,-
982,0000136814,-,-,-,-
983,0000136817,-,-,-,-
984,0000136818,-,-,-,-
985,0000358977,450,-,400,-
986,0000113032,-,-,-,-
987,0000113036,-,-,-,-
988,0000328061,-,-,-,-
989,0000136822,-,-,-,-
990,0000136824,-,-,-,-
991,0000163717,-,-,-,-
992,0000165338,-,-,-,-
993,0000165339,-,-,-,-
994,0000136828,450,-,200,-
995,0000136829,-,-,-,-
996,0000113040,-,-,-,-
997,0000270801,900,-,400,-
998,0000185104,-,-,-,-
999,0000162831,3600,-,400,-
1000,0000185106,-,-,-,-
1001,0000185107,-,-,-,-
1002,0000136832,-,-,-,-
1003,0000136833,-,-,-,-
1004,0000163563,-,-,-,-
1005,0000361367,-,-,-,-
1006,0000352297,-,-,-,-
1007,0000136837,-,-,-,-
1008,0000180658,-,-,-,-
1009,0000352298,-,-,-,-
1010,0000136838,-,-,-,-
1011,0000295896,-,-,400,-
1012,0000113050,-,-,-,-
1013,0000113212,-,-,-,-
1014,0000114105,-,-,-,-
1015,0000113214,-,-,-,-
1016,0000114106,450,-,400,-
1017,0000113053,-,-,-,-
1018,0000114107,-,-,-,-
1019,0000114108,-,-,-,-
1020,0000114109,-,-,-,-
1021,0000113056,-,-,-,-
1022,0000335530,-,-,-,-
1023,0000290091,-,-,400,-
1024,0000282234,-,-,-,-
1025,0000338044,450,-,100,-
1026,0000155715,-,-,-,-
1027,0000113221,-,-,-,-
1028,0000114113,-,-,-,-
1029,0000115004,-,-,-,-
1030,0000115005,-,-,-,-
1031,0000114114,-,-,-,-
1032,0000113223,-,-,-,-
1033,0000114115,-,-,-,-
1034,0000113224,-,-,-,-
1035,0000115009,450,-,100,-
1036,0000114119,-,-,200,-
1037,0000282401,-,-,-,-
1038,0000201438,-,-,-,-
1039,0000168033,-,-,-,-
1040,0000453155,-,-,-,-
1041,0000319347,450,-,400,-
1042,0000181729,-,-,-,-
1043,0000175169,450,-,400,-
1044,0000215999,-,-,-,-
1045,0000114121,-,-,-,-
1046,0000115012,-,-,-,-
1047,0000113232,-,-,-,-
1048,0000113070,-,-,-,-
1049,0000115017,-,-,-,-
1050,0000113235,-,-,-,-
1051,0000113074,450,-,-,-
1052,0000460612,-,-,-,-
1053,0000168040,1800,-,100,-
1054,0000343730,900,-,400,-
1055,0000343573,-,-,-,-
1056,0000343737,-,-,-,-
1057,0000163595,-,-,-,-
1058,0000298918,-,-,-,-
1059,0000113080,-,-,400,-
1060,0000115024,-,-,-,-
1061,0000113242,-,-,-,-
1062,0000200561,-,-,-,-
1063,0000113406,-,-,200,-
1064,0000113245,450,-,400,-
1065,0000114137,-,-,-,-
1066,0000343903,-,-,100,-
1067,0000329162,-,-,-,-
1068,0000148613,-,-,-,-
1069,0000148616,-,-,-,-
1070,0000148617,-,-,100,-
1071,0000148618,-,-,-,-
1072,0000253594,-,-,-,-
1073,0000113410,-,-,100,-
1074,0000114140,-,-,-,-
1075,0000115032,-,-,-,-
1076,0000114141,-,-,400,-
1077,0000115033,-,-,-,-
1078,0000114305,-,-,-,-
1079,0000114144,-,-,-,-
1080,0000113253,-,-,-,-
1081,0000115039,-,-,-,-
1082,0000113096,-,-,-,-
1083,0000113097,-,-,-,-
1084,0000149512,-,-,-,-
1085,0000148622,-,-,-,-
1086,0000113099,450,-,-,-
1087,0000290291,1800,-,100,-
1088,0000148623,-,-,-,-
1089,0000280653,-,-,-,-
1090,0000271581,-,-,-,-
1091,0000198985,900,-,200,-
1092,0000115040,450,-,100,-
1093,0000113420,-,-,-,-
1094,0000115042,-,-,-,-
1095,0000115043,-,-,-,-
1096,0000115044,-,-,-,-
1097,0000113425,450,-,-,-
1098,0000114156,-,-,-,-
1099,0000113266,-,-,-,-
1100,0000114319,900,-,-,-
1101,0000354614,-,-,-,-
1102,0000294027,900,-,200,-
1103,0000354454,900,-,400,-
1104,0000148637,-,-,-,-
1105,0000148638,-,-,-,-
1106,0000336479,900,-,400,-
1107,0000113270,-,-,-,-
1108,0000114323,-,-,-,-
1109,0000114162,-,-,100,-
1110,0000115054,900,-,200,-
1111,0000115216,-,-,-,-
1112,0000115218,-,-,-,-
1113,0000114166,450,-,400,-
1114,0000115219,-,-,-,-
1115,0000113275,-,-,-,-
1116,0000115058,-,-,200,-
1117,0000113276,-,-,-,-
1118,0000266411,-,-,-,-
1119,0000200594,-,-,-,-
1120,0000115059,-,-,-,-
1121,0000356406,450,-,200,-
1122,0000229560,-,-,-,-
1123,0000354465,-,-,-,-
1124,0000157392,450,-,200,-
1125,0000462439,-,-,-,-
1126,0000115221,-,-,-,-
1127,0000114331,-,-,-,-
1128,0000115223,-,-,-,-
1129,0000114333,-,-,-,-
1130,0000115063,-,-,-,-
1131,0000115064,-,-,-,-
1132,0000115226,-,-,-,-
1133,0000113283,-,-,-,-
1134,0000211455,-,-,-,-
1135,0000113284,-,-,-,-
1136,0000114337,-,-,-,-
1137,0000113609,-,-,-,-
1138,0000113285,-,-,-,-
1139,0000115067,-,-,-,-
1140,0000113448,-,-,-,-
1141,0000113289,-,-,-,-
1142,0000194257,-,-,-,-
1143,0000328475,-,-,100,-
1144,0000326857,-,-,-,-
1145,0000104700,-,-,-,-
1146,0000104701,-,-,-,-
1147,0000115231,-,-,-,-
1148,0000104702,-,-,-,-
1149,0000115070,450,-,200,-
1150,0000114504,-,-,400,-
1151,0000113451,-,-,-,-
1152,0000104703,-,-,-,-
1153,0000104704,-,-,-,-
1154,0000114182,-,-,-,-
1155,0000104706,-,-,-,-
1156,0000114184,-,-,-,-
1157,0000115237,-,-,400,-
1158,0000104707,-,-,-,-
1159,0000114509,-,-,-,-
1160,0000104708,-,-,-,-
1161,0000115238,-,-,-,-
1162,0000456051,-,-,400,-
1163,0000212197,-,-,-,-
1164,0000113459,-,-,-,-
1165,0000327911,-,-,-,-
1166,0000354482,-,-,-,-
1167,0000318846,-,-,-,-
1168,0000271947,-,-,-,-
1169,0000271949,-,-,-,-
1170,0000114510,-,-,-,-
1171,0000104710,-,-,-,-
1172,0000104711,-,-,-,-
1173,0000104712,-,-,-,-
1174,0000113622,900,-,200,-
1175,0000115242,-,-,-,-
1176,0000115243,-,-,-,-
1177,0000114514,-,-,-,-
1178,0000104714,-,-,-,-
1179,0000113462,-,-,-,-
1180,0000115082,450,-,100,-
1181,0000222164,-,-,-,-
1182,0000115245,-,-,-,-
1183,0000104715,-,-,-,-
1184,0000114354,1800,-,400,-
1185,0000115246,-,-,-,-
1186,0000104716,1800,-,400,-
1187,0000113626,-,-,400,-
1188,0000114355,-,-,100,-
1189,0000113627,-,-,-,-
1190,0000114518,-,-,-,-
1191,0000115247,-,-,-,-
1192,0000104718,1800,-,400,-
1193,0000114519,450,-,100,-
1194,0000114357,6000,-,400,-
1195,0000358213,450,-,100,-
1196,0000104719,-,-,100,-
1197,0000115087,-,-,-,-
1198,0000113468,-,-,-,-
1199,0000115089,-,-,-,-
1200,0000328650,-,-,-,-
1201,0000177181,-,-,-,-
1202,0000293175,-,-,-,-
1203,0000349147,-,-,-,-
1204,0000157585,-,-,-,-
1205,0000323010,-,-,-,-
1206,0000116301,900,-,400,-
1207,0000116302,-,-,-,-
1208,0000116303,-,-,-,-
1209,0000104720,-,-,-,-
1210,0000115250,-,-,-,-
1211,0000104721,-,-,-,-
1212,0000115252,-,-,-,-
1213,0000104722,-,-,-,-
1214,0000211642,-,-,-,-
1215,0000113471,-,-,-,-
1216,0000116306,-,-,-,-
1217,0000115253,-,-,-,-
1218,0000104723,-,-,-,-
1219,0000114525,-,-,-,-
1220,0000104724,-,-,-,-
1221,0000113472,-,-,-,-
1222,0000104725,-,-,-,-
1223,0000115093,-,-,-,-
1224,0000114526,-,-,-,-
1225,0000114364,-,-,400,-
1226,0000113473,-,-,-,-
1227,0000115256,-,-,-,-
1228,0000115094,3600,-,400,-
1229,0000104726,450,-,-,-
1230,0000113474,-,-,-,-
1231,0000115257,-,-,-,-
1232,0000104727,-,-,100,-
1233,0000115096,-,-,-,-
1234,0000115258,-,-,-,-
1235,0000277303,-,-,-,-
1236,0000115259,-,-,-,-
1237,0000104729,-,-,-,-
1238,0000115098,-,-,100,-
1239,0000115099,-,-,200,-
1240,0000268235,-,-,-,-
1241,0000292617,-,-,-,-
1242,0000163993,-,-,-,-
1243,0000113802,-,-,-,-
1244,0000104730,-,-,-,-
1245,0000112911,-,-,-,-
1246,0000104731,-,-,-,-
1247,0000113803,-,-,-,-
1248,0000113642,-,-,-,-
1249,0000104732,-,-,-,-
1250,0000113480,-,-,-,-
1251,0000113481,3600,-,400,-
1252,0000104733,-,-,-,-
1253,0000113482,-,-,-,-
1254,0000104734,-,-,200,-
1255,0000104735,-,-,400,-
1256,0000115265,-,-,-,-
1257,0000113645,-,-,-,-
1258,0000114375,-,-,400,-
1259,0000104736,-,-,-,-
1260,0000104737,-,-,-,-
1261,0000114538,450,-,400,-
1262,0000220567,-,-,400,-
1263,0000113648,-,-,-,-
1264,0000115268,-,-,-,-
1265,0000220568,-,-,-,-
1266,0000104739,-,-,-,-
1267,0000356452,-,-,-,-
1268,0000278208,-,-,200,-
1269,0000149744,-,-,-,-
1270,0000181982,-,-,-,-
1271,0000156879,-,-,-,-
1272,0000233040,450,-,400,-
1273,0000114701,-,-,-,-
1274,0000104900,-,-,-,-
1275,0000114702,-,-,-,-
1276,0000113812,-,-,-,-
1277,0000104740,-,-,-,-
1278,0000115270,-,-,-,-
1279,0000104902,-,-,-,-
1280,0000113651,-,-,-,-
1281,0000104903,-,-,-,-
1282,0000115271,-,-,-,-
1283,0000113813,-,-,-,-
1284,0000113814,-,-,-,-
1285,0000104742,-,-,-,-
1286,0000104904,-,-,-,-
1287,0000114381,-,-,-,-
1288,0000113653,-,-,-,-
1289,0000104743,-,-,-,-
1290,0000112924,-,-,-,-
1291,0000114382,450,-,100,-
1292,0000114707,-,-,400,-
1293,0000113654,-,-,-,-
1294,0000104906,-,-,-,-
1295,0000114545,-,-,-,-
1296,0000104744,-,-,-,-
1297,0000115274,-,-,-,-
1298,0000113655,-,-,-,-
1299,0000114708,-,-,-,-
1300,0000115275,-,-,-,-
1301,0000104745,-,-,-,-
1302,0000114709,-,-,-,-
1303,0000104746,-,-,-,-
1304,0000112927,-,-,-,-
1305,0000104908,-,-,-,-
1306,0000104747,-,-,-,-
1307,0000114386,-,-,400,-
1308,0000113657,900,-,400,-
1309,0000114548,-,-,-,-
1310,0000104909,-,-,-,-
1311,0000347711,-,-,-,-
1312,0000113658,-,-,-,-
1313,0000115278,-,-,400,-
1314,0000104748,-,-,-,-
1315,0000114549,-,-,-,-
1316,0000104749,-,-,-,-
1317,0000113497,-,-,-,-
1318,0000296035,-,-,400,-
1319,0000114389,-,-,-,-
1320,0000327953,-,-,100,-
1321,0000354686,-,-,-,-
1322,0000156886,-,-,-,-
1323,0000104910,-,-,-,-
1324,0000113821,-,-,-,-
1325,0000104911,-,-,-,-
1326,0000332116,-,-,-,-
1327,0000112931,-,-,-,-
1328,0000104750,-,-,400,-
1329,0000114713,450,-,400,-
1330,0000114551,-,-,-,-
1331,0000112932,-,-,-,-
1332,0000113823,-,-,-,-
1333,0000104751,-,-,-,-
1334,0000104752,-,-,-,-
1335,0000114715,-,-,-,-
1336,0000112933,-,-,-,-
1337,0000114717,3600,-,400,-
1338,0000104754,1800,-,400,-
1339,0000448402,-,-,-,-
1340,0000114718,-,-,-,-
1341,0000104755,-,-,-,-
1342,0000115285,-,-,-,-
1343,0000114395,-,-,-,-
1344,0000104756,450,-,400,-
1345,0000104757,-,-,-,-
1346,0000113829,-,-,-,-
1347,0000150199,-,-,-,-
1348,0000104758,450,-,400,-
1349,0000113668,-,-,-,-
1350,0000104759,-,-,-,-
1351,0000113669,-,-,-,-
1352,0000461772,-,-,-,-
1353,0000359147,-,-,-,-
1354,0000344891,-,-,-,-
1355,0000177384,-,-,-,-
1356,0000177385,-,-,-,-
1357,0000329584,-,-,100,-
1358,0000294269,900,-,400,-
1359,0000115290,1800,-,400,-
1360,0000104760,-,-,-,-
1361,0000104761,-,-,200,-
1362,0000115291,-,-,-,-
1363,0000104762,-,-,-,-
1364,0000104763,-,-,-,-
1365,0000113835,-,-,-,-
1366,0000113836,-,-,-,-
1367,0000112783,450,-,400,-
1368,0000104764,-,-,-,-
1369,0000104765,450,-,100,-
1370,0000115295,-,-,-,-
1371,0000113837,-,-,-,-
1372,0000114566,450,-,-,-
1373,0000113838,-,-,-,-
1374,0000114567,-,-,100,-
1375,0000104766,900,-,100,-
1376,0000113839,-,-,-,-
1377,0000116188,-,-,-,-
1378,0000112948,-,-,-,-
1379,0000284470,-,-,-,-
1380,0000220597,-,-,-,-
1381,0000104768,-,-,-,-
1382,0000112787,450,-,400,-
1383,0000113678,900,-,-,-
1384,0000291923,-,-,400,-
1385,0000269324,-,-,-,-
1386,0000248831,-,-,-,-
1387,0000220598,-,-,-,-
1388,0000112788,-,-,-,-
1389,0000104769,-,-,-,-
1390,0000248832,-,-,-,-
1391,0000355753,-,-,-,-
1392,0000281962,-,-,-,-
1393,0000346684,-,-,-,-
1394,0000177395,-,-,-,-
1395,0000266657,-,-,-,-
1396,0000263985,-,-,-,-
1397,0000113840,-,-,-,-
1398,0000320552,450,-,400,-
1399,0000222704,-,-,-,-
1400,0000113841,450,-,400,-
1401,0000104770,-,-,100,-
1402,0000114733,-,-,-,-
1403,0000104771,-,-,-,-
1404,0000114572,1800,-,400,-
1405,0000104772,-,-,-,-
1406,0000114573,-,-,200,-
1407,0000104773,-,-,-,-
1408,0000116195,-,-,-,-
1409,0000112793,-,-,-,-
1410,0000104774,-,-,-,-
1411,0000112794,-,-,-,-
1412,0000104775,-,-,-,-
1413,0000104776,-,-,-,-
1414,0000104777,-,-,-,-
